Video ID,Title,Published,Views,Length,Watch,From Your Title,Product,Product #,Pack #,Hit,Hit Info,Sets & Packs,Greatest Hits,Greatest Hits Rank,Playlist To Add,Affiliate Link,Site Title,Short Description,Feature,Hide,Notes
xJyZLladJ0Q,Only Garbage Rips? 😬 | Chaos Rising Bundle Pack #2,2026-05-31,1002,0:16,watch,title: pack 2  Booster Bundle  Chaos Rising,,,,,,,,,,,,,,,
APS_RnpORC8,Chaos Rising Booster Bundle ⚡🔥 | Pack #1 (First Pack Magic Again?!),2026-05-30,1135,0:18,watch,title: pack 1  Booster Bundle  Chaos Rising,,,,,,,,,,,,,,,
kcmXPW6_Odo,Only Garbage Rips? 😬 | Ascended Heroes Bundle #2 Pack #3,2026-05-30,1110,0:17,watch,title: #2 pack 3  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
xrJFDqGZjOs,Only Garbage Rips? 😬 | Ascended Heroes Bundle #2 Pack #2,2026-05-29,1146,0:17,watch,title: #2 pack 2  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
CT5t8mKeZUw,FINAL Prismatic Evolutions ETB Pack ✨ | Last Pack Magic?! 😳,2026-05-29,271,0:20,watch,Prismatic Evolutions,,,,Yes,,,,,,,,,,,
W2eIV9tya84,Ascended Heroes Booster Bundle #2 ⚡ | Pack #1 (First Pack Magic?!),2026-05-28,1152,0:19,watch,title: #2 pack 1  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
2wZwMWDlxP0,Only Garbage Rips? 😬 | Prismatic ETB Pack #8,2026-05-28,1014,0:21,watch,title: pack 8  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
hbUa4l-xono,Destined Rivals Pack #12 ⚡ | Can We TOP The Mewtwo?! 😳,2026-05-27,1862,0:22,watch,title: pack 12  Destined Rivals,,,,Yes,,,,,,,,,,,
Q26NJsmeVko,Prismatic Evolutions ETB ✨ | Pack #7 (Running Out Of Chances 😳),2026-05-27,937,0:23,watch,title: pack 7  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
c7J6-dTu4jo,Prismatic Evolutions ETB ✨ | Pack #6 (STILL No Umbreon 😳),2026-05-26,1099,0:21,watch,title: pack 6  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
dFIdg1ZRxDM,FINAL Perfect Order ETB Pack ⚡ | Last Pack Magic?! 😳,2026-05-26,984,0:23,watch,Perfect Order,,,,,,,,,,,,,,,
CP7sMGF3p3M,FINAL Journey Together Bundle #2 Pack ⚡ | Last Pack Magic?! 😳,2026-05-25,1337,0:22,watch,title: #2  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
25YT9cNRpqk,Only Garbage Rips? 😬 | Destined Rivals Pack #11,2026-05-25,1118,0:20,watch,title: pack 11  Destined Rivals,,,,Yes,,,,,,,,,,,
e6vbNj4YRJI,Chaos Rising Pack #5 ⚡🔥 | Can We BREAK The Cold Streak?! 😳,2026-05-24,1651,0:17,watch,title: pack 5  Chaos Rising,,,,,,,,,,,,,,,
HS0sPhhG3jo,Only Garbage Rips? 😬 | Chaos Rising Pack #6,2026-05-24,1453,0:17,watch,title: pack 6  Chaos Rising,,,,,,,,,,,,,,,
-jstsp3DQNI,Chaos Rising Pack #3 ⚡🔥 | 3 HITS IN A ROW?! 😳,2026-05-23,1428,0:17,watch,title: pack 3  Chaos Rising,,,,,,,,,,,,,,,
cdvEaKdmjeU,Chaos Rising Pack #4 ⚡🔥 | Is The Bad Luck Curse Starting?! 😳,2026-05-23,1213,0:15,watch,title: pack 4  Chaos Rising,,,,,,,,,,,,,,,
h1vqc-37k_8,Pokemon Chaos Rising LAUNCH DAY ⚡🔥 | Booster Pack #1,2026-05-22,1639,0:17,watch,title: pack 1  Chaos Rising,,,,,,,,,,,,,,,
JM8wHAH8FEw,Chaos Rising Pack #2 ⚡🔥 | BACK TO BACK Hits?! 😳,2026-05-22,1065,0:19,watch,title: pack 2  Chaos Rising,,,,,,,,,,,,,,,
t_okfWNQ4BQ,Only Garbage Rips? 😬 | Prismatic ETB Pack #5,2026-05-21,968,0:23,watch,title: pack 5  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
1dkor9FBy7s,Perfect Order ETB ⚡ | Pack #8 (PLEASE Save This ETB 😬),2026-05-21,1005,0:20,watch,title: pack 8  Perfect Order,,,,,,,,,,,,,,,
FlMsxjakWcs,Journey Together Booster Bundle #2 ⚡ | Pack #5 We NEED A Hit 😬,2026-05-20,1098,0:19,watch,title: #2 pack 5  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
1zqH_hRYFvo,Only Garbage Rips? 😬 | Destined Rivals Pack #10,2026-05-20,964,0:23,watch,title: pack 10  Destined Rivals,,,,Yes,,,,,,,,,,,
yJujjKbIVFg,Opening MORE Japanese Stellar Miracle Packs 🇯🇵✨,2026-05-19,419,0:46,watch,,,,,,,,,,,,,,,,
vZT6BI7EcQM,Perfect Order ETB ⚡ | Pack #7 Running Out Of Chances 😬,2026-05-19,1146,0:21,watch,title: pack 7  Perfect Order,,,,,,,,,,,,,,,
lo_VtHulsWc,Only Garbage Rips? 😬 | Destined Rivals Pack #9,2026-05-18,233,0:18,watch,title: pack 9  Destined Rivals,,,,Yes,,,,,,,,,,,
VjhleCTxCDA,Prismatic Evolutions ETB ✨ | Pack #4 Is This The Umbreon Pack?,2026-05-18,931,0:28,watch,title: pack 4  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
uIAcSD4quE8,Perfect Order ETB ⚡ | Pack #6 STILL No Hits… 😬,2026-05-17,1011,0:21,watch,title: pack 6  Perfect Order,,,,,,,,,,,,,,,
76YEF7mdqvk,Journey Together Booster Bundle #2 ⚡ | Pack #4 We NEED A Hit 😬,2026-05-17,1039,0:20,watch,title: #2 pack 4  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
5FJZOamuxs8,Only Garbage Rips? 😬 | Prismatic ETB Pack #3,2026-05-16,1015,0:20,watch,title: pack 3  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
auKzs0g2LL8,Do Mega Symphonia Packs Actually Hit?! 🇯🇵✨,2026-05-16,933,0:42,watch,,,,,,,,,,,,,,,,
8d2a5b_BmYQ,FINAL Ascended Heroes Bundle Pack ⚡ | Last Pack Magic?! 😬,2026-05-15,507,0:25,watch,Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
484NOQA1r8Q,Destined Rivals Pack #8 ⚡ | Can We TOP The Mewtwo?! 😳,2026-05-15,1288,0:17,watch,title: pack 8  Destined Rivals,,,,Yes,,,,,,,,,,,
2OFpV33VzpU,Only Garbage Rips? 😬 | Perfect Order ETB Pack #5,2026-05-14,800,0:18,watch,title: pack 5  Perfect Order,,,,,,,,,,,,,,,
uGRqBM2AOag,Only Garbage Rips? 😬 | Journey Together Bundle #2 Pack #3,2026-05-14,924,0:20,watch,title: #2 pack 3  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
LFpa9K2DA6Q,Only Garbage Rips? 😬 | Prismatic ETB Pack #2,2026-05-13,1044,0:22,watch,title: pack 2  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
bh8OGK_jE2Y,Opening Japanese Stellar Miracle Packs 🇯🇵✨,2026-05-13,603,0:48,watch,,,,,,,,,,,,,,,,
PPEKxxW-s_g,Ascended Heroes Booster Bundle ⚡ | Pack #5 We NEED A Hit 😬,2026-05-12,1236,0:21,watch,title: pack 5  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
gq4wUMrTrB0,Destined Rivals Pack #7 ⚡ | Can We Go EVEN Bigger?! 😬,2026-05-12,826,0:19,watch,title: pack 7  Destined Rivals,,,,Yes,,,,,,,,,,,
uyiszkVXiUQ,Perfect Order ETB ⚡ | Pack #4 Is This The One?,2026-05-11,373,0:23,watch,title: pack 4  Perfect Order,,,,,,,,,,,,,,,
OMpbKBu38rk,Japanese Mega Symphonia Packs 🇯🇵⚡ | JCC Rochester Pickups!,2026-05-11,96,0:38,watch,,,,,,,,,,,,,,,,
YqaeisWumvQ,Journey Together Booster Bundle #2 ⚡ | Pack #2 Any Better?,2026-05-11,433,0:19,watch,title: #2 pack 2  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
GK_IadR7G1g,WE HIT Team Rocket’s Mewtwo ex 🤯✨ | Destined Rivals Pack #6,2026-05-10,924,0:29,watch,title: pack 6  Destined Rivals,,,,Yes,,,,,,,,,,,
hCI0HSfly1c,Prismatic Evolutions ETB ✨ | Pack #1 Umbreon Hunt Begins,2026-05-10,1259,0:20,watch,title: pack 1  Prismatic Evolutions,,,,Yes,,,,,,,,,,,
UqZn1J9vVGc,Ascended Heroes Booster Bundle ⚡ | Pack #4 Is This The One?,2026-05-09,155,0:20,watch,title: pack 4  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
DMJYnQE8shY,Perfect Order ETB ⚡ | Pack #3 Getting Lucky?,2026-05-08,1086,0:24,watch,title: pack 3  Perfect Order,,,,,,,,,,,,,,,
C4IPzbJZlHw,Journey Together Booster Bundle #2 ⚡ | Pack #1 First Pack Magic?,2026-05-08,546,0:21,watch,title: #2 pack 1  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
d0ux4nsMixw,Only Garbage Rips? 😬 | Perfect Order Pack #6,2026-05-07,749,0:22,watch,title: pack 6  Perfect Order,,,,,,,,,,,,,,,
Z0s6mRdT_QE,Only Garbage Rips? 😬 | Destined Rivals Pack #5,2026-05-07,1037,0:20,watch,title: pack 5  Destined Rivals,,,,,,,,,,,,,,,
A38u-diwmvw,Ascended Heroes Pack #7 ⚡ | STILL No Big Hits… 😬,2026-05-07,483,0:24,watch,title: pack 7  Ascended Heroes,,,,,,,,,,,,,,,
PvitecaJjAc,Ascended Heroes Booster Bundle ⚡ | Pack #3 Getting Lucky Yet?,2026-05-06,1017,0:22,watch,title: pack 3  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
Q09fPPjWf8A,Destined Rivals Pack #4 ⚡ | STILL No Mewtwo… 😬,2026-05-05,301,0:19,watch,title: pack 4  Destined Rivals,,,,,,,,,,,,,,,
3gpbmrouFEw,Only Garbage Rips? 😬 | Perfect Order ETB Pack #2,2026-05-05,542,0:20,watch,title: pack 2  Perfect Order,,,,,,,,,,,,,,,
YQ2-iIhbOSY,Ascended Heroes Booster Bundle ⚡ | Pack #2 Any Better?,2026-05-04,981,0:22,watch,title: pack 2  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
9UfyaoGCEZ8,Phantasmal Flames Pack #11 🔥 | STILL No Charizard SIR… 😬,2026-05-04,496,0:22,watch,title: pack 11  Phantasmal Flames,,,,Yes,,,,,,,,,,,
Vbqy14CESN4,Pokémon Destined Rivals Pack #3 ⚡ | Getting Lucky Yet?,2026-05-03,1106,0:19,watch,title: pack 3  Destined Rivals,,,,,,,,,,,,,,,
oAdG2xms9Ko,Perfect Order ETB ⚡ | Pack #1 First Pack Magic?,2026-05-03,1209,0:22,watch,title: pack 1  Perfect Order,,,,,,,,,,,,,,,
Qf2PmYHL8Xw,Ascended Heroes Booster Bundle ⚡ | Pack #1 (First Pack Magic?),2026-05-02,2005,0:22,watch,title: pack 1  Booster Bundle  Ascended Heroes,,,,,,,,,,,,,,,
4qNvWCkNb9w,Phantasmal Flames Pack #10 🔥 | STILL No Charizard?! 😬,2026-05-02,689,0:19,watch,title: pack 10  Phantasmal Flames,,,,Yes,,,,,,,,,,,
Pvi54rMlLfQ,Only Garbage Rips? 😬 | Mega Evolution Pack #3,2026-05-01,1400,0:18,watch,title: pack 3  Mega Evolution,,,,,,,,,,,,,,,
tTxItGrPfUw,Only Garbage Rips? 😬 | Perfect Order Pack #5,2026-05-01,1608,0:22,watch,title: pack 5  Perfect Order,,,,,,,,,,,,,,,
6cwLQGIVpKU,Only Garbage Rips? 😬 | Destined Rivals Pack #2,2026-04-30,1116,0:18,watch,title: pack 2  Destined Rivals,,,,,,,,,,,,,,,
RXKBcjWfqhE,Opening My FIRST Obsidian Flames Pack 😬,2026-04-30,1294,0:22,watch,Obsidian Flames,,,,Yes,,,,,,,,,,,
yeX4naszsoo,Phantasmal Flames Pack #9 🔥 | Still No Charizard SIR… 😬,2026-04-29,1162,0:21,watch,title: pack 9  Phantasmal Flames,,,,Yes,,,,,,,,,,,
GroN9k8XsN0,Ascended Heroes Pack #6 ⚡ | STILL No Big Hits… 😬,2026-04-29,1338,0:23,watch,title: pack 6  Ascended Heroes,,,,,,,,,,,,,,,
rMMOuM8bsqE,Ascended Heroes Mini Tin #4 ⚡ | We NEED A Hit 😬,2026-04-28,1009,0:32,watch,title: #4  Tin  Ascended Heroes,,,,,,,,,,,,,,,
EPqUqzrAc30,More Japanese Nihil Zero Packs 🇯🇵🧊 | Buffalo TCG Con Pickups!,2026-04-28,1091,0:34,watch,,,,,,,,,,,,,,,,
vHvWDOPoxjo,Pokémon Mega Heroes Mini Tin #1 ⚡ | First Tin Magic!?,2026-04-27,924,0:38,watch,title: #1  Tin,,,,,,,,,,,,,,,
QXS1W_L2qbs,Pokémon GO Pack #12 ⚡ | STILL No Ditto or Mewtwo?! 😬,2026-04-27,2611,0:23,watch,title: pack 12  Pokémon GO,,,,,,,,,,,,,,,
sdZx0lmq2mQ,Ascended Heroes Mini Tin #3 ⚡ | Is This The One?,2026-04-26,1130,0:36,watch,title: #3  Tin  Ascended Heroes,,,,,,,,,,,,,,,
KEK0q0PgN_I,Only Garbage Rips? 😬 | Phantasmal Flames Pack #8,2026-04-26,1209,0:21,watch,title: pack 8  Phantasmal Flames,,,,,,,,,,,,,,,
wBIeB-63sKw,Prismatic Evolutions Mini Tin #1 ✨ | First Tin Magic!?,2026-04-25,1349,0:42,watch,title: #1  Tin  Prismatic Evolutions,,,,,,,,,,,,,,,
-la8PgoBkCw,Pokémon GO Pack #11 ⚡ | The Hunt Continues… 😬,2026-04-25,1160,0:22,watch,title: pack 11  Pokémon GO,,,,,,,,,,,,,,,
XjFoToaom6k,Pokémon Victini Illustration Collection 🔥 Only Garbage Rips? 😬,2026-04-24,964,1:15,watch,,,,,,,,,,,,,,,,
LGzHC-k4vh0,FINAL Journey Together Booster Bundle Pack ⚡ | Last Pack Magic?! 😬,2026-04-24,993,0:30,watch,Booster Bundle  Journey Together,,,,,,,,,,,,,,,
8SX0B-7WM8A,Prismatic Evolutions Poster Collection 💖 | Eeveelutions!?,2026-04-23,989,0:48,watch,Prismatic Evolutions,,,,,,,,,,,,,,,
J0Gy0iIz3ok,Pokémon Unova Mini Tin #2 ⚡ | Any Better?,2026-04-23,880,0:34,watch,title: #2  Tin,,,,,,,,,,,,,,,
HbSOpODafEw,Ascended Heroes Mini Tin #2 ⚡ | Any Better?,2026-04-22,1161,0:39,watch,title: #2  Tin  Ascended Heroes,,,,,,,,,,,,,,,
NzWUDxXwnPI,Japanese Nihil Zero Packs 🇯🇵🧊 | From Buffalo TCG Con!,2026-04-22,1145,0:44,watch,,,,,,,,,,,,,,,,
53yMHXauDnA,Journey Together Booster Bundle ⚡ | Pack #5… We NEED A Hit 😬,2026-04-21,1078,0:26,watch,title: pack 5  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
dQaN_4yqS0w,Only Garbage Rips? 😬 | Mega Evolutions Pack #2,2026-04-21,1223,0:17,watch,title: pack 2  Evolutions,,,,,,,,,,,,,,,
7PBrXPgt9kU,FINAL Perfect Order Booster Bundle Pack ⚡ | Last Pack Magic?! 😬,2026-04-20,1001,0:25,watch,Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
S_2SHhBqlH8,Only Garbage Rips? 😬 | Phantasmal Flames Pack #7,2026-04-20,1150,0:21,watch,title: pack 7  Phantasmal Flames,,,,,,,,,,,,,,,
cg0H0ipfB90,"Random 2-Pack Blister 😬 | Armarouge, Revavroom & Houndstone",2026-04-19,753,0:46,watch,Blister,,,,,,,,,,,,,,,
hVS0VH-nfVM,Pokémon Mega Evolution Booster Pack #1 ⚡ | First Pack,2026-04-19,1207,0:18,watch,title: pack 1  Mega Evolution,,,,,,,,,,,,,,,
U91JWMsUHAU,Pokémon Crown Zenith Booster Pack #1 👑 | First Pack Magic?,2026-04-18,1428,0:24,watch,title: pack 1  Crown Zenith,,,,,,,,,,,,,,,
VP1UXW3MrGU,Journey Together Booster Bundle ⚡ | Pack #4 🫣,2026-04-18,970,0:27,watch,title: pack 4  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
JjTm-bYLhGE,First Partner Box #4 🎨 | STILL No 151 Starters… 😬,2026-04-17,786,0:43,watch,title: #4  Collection Box  151,,,,,,,,,,,,,,,
fFbWjWLD1N4,Perfect Order Booster Bundle ⚡ | Pack #5… We NEED A Hit 😬,2026-04-17,1337,0:25,watch,title: pack 5  Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
39Rh6NJPK9M,Journey Together Booster Bundle ⚡ | Pack #3,2026-04-16,765,0:22,watch,title: pack 3  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
K5RKQlNhvl8,Japanese Mega Brave Packs 🇯🇵💥 | Do These Hit?!,2026-04-16,901,0:48,watch,,,,,,,,,,,,,,,,
6sg185zTjM4,Perfect Order Booster Bundle ⚡ | Pack #4,2026-04-15,960,0:25,watch,title: pack 4  Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
J-Gqbe3jPn4,Opening My FIRST Chilling Reign Pack 😬,2026-04-15,1135,0:25,watch,Chilling Reign,,,,,,,,,,,,,,,
yMTuhasZsZ4,Journey Together Booster Bundle ⚡ | Pack #2,2026-04-14,839,0:25,watch,title: pack 2  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
4z82NZ7QCJY,First Partner Collection Box #3 🎨 | 151 Starter Hunt Continues…,2026-04-14,727,0:42,watch,title: #3  Collection Box  151,,,,,,,,,,,,,,,
tlOeWpJhJ1E,Perfect Order Booster Bundle ⚡ | Pack #3,2026-04-13,1155,0:24,watch,title: pack 3  Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
IuNgQ6IWdVc,Only Garbage Rips? 😬 | Paradox Rift Pack #4,2026-04-13,1150,0:19,watch,title: pack 4  Paradox Rift,,,,,,,,,,,,,,,
DljCIsO2zkU,Journey Together Booster Bundle ⚡ | Pack #1,2026-04-12,1225,0:24,watch,title: pack 1  Booster Bundle  Journey Together,,,,,,,,,,,,,,,
nCIpRxwMMBE,Pokémon Rebel Clash Booster Pack #2 ⚡ | Any Better?,2026-04-12,1259,0:25,watch,title: pack 2  Rebel Clash,,,,,,,,,,,,,,,
KGj2ZTDLcrA,Opening My FIRST Rebel Clash Pack 😬,2026-04-11,1470,0:22,watch,Rebel Clash,,,,,,,,,,,,,,,
8Nbj7wLBgrc,Perfect Order Booster Bundle ⚡ | Pack #2,2026-04-11,1334,0:24,watch,title: pack 2  Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
OTKn4mNzQ7I,Only Garbage Rips? 😬 | Perfect Order Booster Bundle Pack #1,2026-04-10,1022,0:24,watch,title: pack 1  Booster Bundle  Perfect Order,,,,,,,,,,,,,,,
fZk7D5Wd0Eg,Ascended Heroes First Partners Deluxe Pin Collection 🌱🔥💧,2026-04-10,834,1:12,watch,Ascended Heroes,,,,,,,,,,,,,,,
ac3pK3zh0DE,Opening a Reshiram ex Box 😬 | Is This Worth It?,2026-04-09,25,0:48,watch,,,,,,,,,,,,,,,,
i9htInhtbCw,FINAL Pokémon GO Pack ⚡ | Mewtwo or Ditto?! 😬,2026-04-09,297,0:19,watch,Pokémon GO,,,,,,,,,,,,,,,
MFBINfOTwZ8,Only Garbage Rips? 😬 | Pokémon GO Pack #9,2026-04-08,1076,0:17,watch,title: pack 9  Pokémon GO,,,,,,,,,,,,,,,
-fOEh7wMmkE,Ascended Heroes Sticker Collection 😬 | Charmander Promo 🔥,2026-04-08,520,0:43,watch,Ascended Heroes,,,,,,,,,,,,,,,
f5fYeGx1neA,Prismatic Evolutions Tech Sticker Collection 💖 | Sylveon Promo,2026-04-07,1238,0:42,watch,Prismatic Evolutions,,,,,,,,,,,,,,,
-Xu2ulrwynY,Perfect Order Booster Pack #4 ⚡ | Is This The One?,2026-04-07,277,0:23,watch,title: pack 4  Perfect Order,,,,,,,,,,,,,,,
7culUDeVb5Y,Only Garbage Rips? 😬 | Pokémon GO Pack #8,2026-04-06,1445,0:21,watch,title: pack 8  Pokémon GO,,,,,,,,,,,,,,,
g9RQqx9da6Q,Only Garbage Rips? 😬 | Mabosstiff Box Opening 🐶,2026-04-06,882,1:06,watch,,,,,,,,,,,,,,,,
GLM2VLIWZGo,Mega Charizard Y EX Tin 🔥 | Did We Hit?!,2026-04-05,828,1:03,watch,Tin,,,,Yes,,,,,,,,,,,
dQpRfkoUPWI,Opening 25th Anniversary Packs During Pokémon 30th… 😬,2026-04-05,1380,0:23,watch,desc: pack 1  Celebrations,,,,,,,,,,,,,,,
N3bs0HjmrKY,Japanese Stellar Miracle Packs 🇯🇵✨ | Do These Hit?!,2026-04-04,490,0:30,watch,,,,,,,,,,,,,,,,
LlGPrTKqIYg,Ascended Heroes Tech Sticker Collection 👻 | Gastly Promo,2026-04-04,778,0:45,watch,Ascended Heroes,,,,,,,,,,,,,,,
VYyrgZDkOFY,Only Garbage Rips? 😬 | Perfect Order Pack #3,2026-04-04,15,0:23,watch,title: pack 3  Perfect Order,,,,,,,,,,,,,,,
LKSHOUDN-i4,Ascended Heroes Mini Tin #1 ⚡ | What’s Inside?,2026-04-03,307,0:46,watch,title: #1  Tin  Ascended Heroes,,,,,,,,,,,,,,,
igNbRZX5e_0,Perfect Order 3-Pack Blister 🌱 | Chikorita Promo,2026-04-03,232,1:06,watch,Blister  Perfect Order,,,,,,,,,,,,,,,
5BnjVE-BN70,Pokémon GO Booster Pack #7 ⚡ | Running Out of Chances… 😬,2026-04-02,1055,0:29,watch,title: pack 7  Pokémon GO,,,,,,,,,,,,,,,
_ccErXVzURs,Japanese Ninja Spinner Packs 🇯🇵🥷 | Greninja Hunt Begins,2026-04-02,224,0:52,watch,,,,,,,,,,,,,,,,
gSygkzEehmU,Pokémon GO Booster Pack #6 ⚡ | Mewtwo or Ditto?!,2026-04-01,530,0:25,watch,title: pack 6  Pokémon GO,,,,,,,,,,,,,,,
4yxqzTeZMAo,Only Garbage Rips? 😬 | Perfect Order Pack #2,2026-04-01,1057,0:22,watch,title: pack 2  Perfect Order,,,,,,,,,,,,,,,
PnbibBm1E64,Korean Clay Burst Booster Packs 🇰🇷🔥 | 2 Pack Test,2026-03-31,236,0:22,watch,,,,,,,,,,,,,,,,
C4mvo_Justc,Opening Pokémon First Partner Illustration Collection Box #2 🎨,2026-03-31,1341,1:02,watch,title: #2  Collection Box,,,,,,,,,,,,,,,
qlu2os83uos,Pokémon 2-Pack Blister 🌸 | Vileplume Evolution Promos,2026-03-30,407,0:41,watch,Blister,,,,,,,,,,,,,,,
mDDuc-YDvbw,Perfect Order Booster Pack #1 ⚡ | First Pack Magic?,2026-03-30,1391,0:25,watch,title: pack 1  Perfect Order,,,,,,,,,,,,,,,
JVrd7EVB2_8,Opening Pokémon First Partner Illustration Collection Series 1 Box #1 🎨,2026-03-29,1262,1:13,watch,title: #1,,,,,,,,,,,,,,,
wHaIoWhy7XE,Pokémon GO Booster Pack #5 ⚡ | We Need A Hit… 😬,2026-03-28,1340,0:20,watch,title: pack 5  Pokémon GO,,,,,,,,,,,,,,,
O-vFg-5cx8E,Ascended Heroes ETB FINAL PACK ⚡ | Final Pack Magic? 😬,2026-03-27,1043,0:21,watch,Ascended Heroes,,,,,,,,,,,,,,,
yjBNG5dvopc,Pokémon GO Booster Pack #4 ⚡ | Is This The Mewtwo Pack!?,2026-03-26,1456,0:20,watch,title: pack 4  Pokémon GO,,,,,,,,,,,,,,,
9J16fnroBBM,Ascended Heroes ETB Pack #8 ⚡ | Last Chance Before The Final Pack,2026-03-25,342,0:21,watch,title: pack 8  Ascended Heroes,,,,,,,,,,,,,,,
tKOXv-qSYTo,Pokémon GO Booster Pack #3 ⚡ | Getting Closer to Mewtwo?,2026-03-24,335,0:20,watch,title: pack 3  Pokémon GO,,,,,,,,,,,,,,,
h-KAo8SScL8,Only Garbage Rips? 😬 | Ascended Heroes ETB Pack #7,2026-03-23,1456,0:22,watch,title: pack 7  Ascended Heroes,,,,,,,,,,,,,,,
lByjKSw3s-U,Only Garbage Rips? 😬 Temporal Forces Booster Pack #2,2026-03-22,569,0:22,watch,title: pack 2  Temporal Forces,,,,,,,,,,,,,,,
3WxpO0osReg,Ascended Heroes ETB Pack #6 ⚡ | Redemption Pack?,2026-03-21,612,0:21,watch,title: pack 6  Ascended Heroes,,,,,,,,,,,,,,,
mxwjJ0oXyUQ,Temporal Forces Pack #1 😬 | Is This Set Any Good?,2026-03-20,1915,0:21,watch,title: pack 1  Temporal Forces,,,,,,,,,,,,,,,
IcQFu0SaoH4,Ascended Heroes ETB Pack #5 ⚡ | Halfway Through The Box,2026-03-19,1013,0:24,watch,title: pack 5  Ascended Heroes,,,,,,,,,,,,,,,
W-aWk5zDYlw,Only Garbage Rips? 😬 | Shining Fates Pack #2,2026-03-18,513,0:19,watch,title: pack 2  Shining Fates,,,,,,,,,,,,,,,
juzo0HheF1U,Ascended Heroes ETB Pack #4 ⚡ | Is This The One?,2026-03-17,444,0:21,watch,title: pack 4  Ascended Heroes,,,,,,,,,,,,,,,
B5--7Dh5OEA,Only Garbage Rips? 😬 | Shining Fates Pack #1,2026-03-16,445,0:21,watch,title: pack 1  Shining Fates,,,,,,,,,,,,,,,
NmO2vrjJhg0,Ascended Heroes ETB Pack #3 ⚡ | Third Time’s The Charm?,2026-03-15,1320,0:20,watch,title: pack 3  Ascended Heroes,,,,,,,,,,,,,,,
SJQCui3NGWw,Pokémon GO Booster Pack #2 ⚡ | Mewtwo Hunt Continues,2026-03-14,1559,0:20,watch,title: pack 2  Pokémon GO,,,,,,,,,,,,,,,
F9S695pYxZ8,Ascended Heroes ETB Pack #2 ⚡ | Any Luck Yet?,2026-03-13,1428,0:23,watch,title: pack 2  Ascended Heroes,,,,,,,,,,,,,,,
Jtqb7ZpQXos,Pokémon GO Pack #1 😬 | Hunting Times Square Mewtwo,2026-03-12,414,0:19,watch,title: pack 1  Pokémon GO,,,,,,,,,,,,,,,
-e9F0ufKpIQ,Ascended Heroes Elite Trainer Box Pack #1 ⚡ | 9 Packs. 9 Chances.,2026-03-11,1568,0:23,watch,title: pack 1  Ascended Heroes,,,,,,,,,,,,,,,
j6O6KdblfeY,Mega Venusaur ex Premium Collection Opening 🌿🔥,2026-03-10,884,1:15,watch,ex Premium Collection,,,,,,,,,,,,,,,
NWaiWG7vknM,Only Garbage Rips? 😬 | Surging Sparks Pack #4,2026-03-09,389,0:17,watch,title: pack 4  Surging Sparks,,,,,,,,,,,,,,,
SOQUDUMboVU,Ascended Heroes 2-Pack Blister 🌿 | Erika’s Tangela Promo,2026-03-08,1392,0:36,watch,Blister  Ascended Heroes,,,,,,,,,,,,,,,
XaXGDiOpGJs,Surging Sparks Booster Pack #3 ⚡ | Third Time’s The Charm?,2026-03-07,144,0:19,watch,title: pack 3  Surging Sparks,,,,,,,,,,,,,,,
pof6Ph34E6w,Korean Battle Partners Booster Packs Opening 🇰🇷🔥,2026-03-06,393,0:26,watch,,,,,,,,,,,,,,,,
EvVnOpgwSmo,Surging Sparks Booster Pack #2 ⚡ | Any Better?,2026-03-05,163,0:21,watch,title: pack 2  Surging Sparks,,,,,,,,,,,,,,,
mbzWBfNI-Qs,Korean Crimson Haze Booster Packs Opening 🇰🇷🔥,2026-03-04,329,0:28,watch,,,,,,,,,,,,,,,,
IuEb3qtjflI,Only Garbage Rips? 😬 | Surging Sparks Pack #1,2026-03-03,474,0:21,watch,title: pack 1  Surging Sparks,,,,,,,,,,,,,,,
